     WAVE 	               FLUX	
     3635.900000	      829700.000000	
     3636.200000	      852700.000000	
     3636.500000	      891400.000000	
     3636.800000	      945200.000000	
     3637.100000	     1013000.000000	
     3637.400000	     1095000.000000	
     3637.700000	     1187000.000000	
     3638.000000	     1285000.000000	
     3638.300000	     1377000.000000	
     3638.600000	     1452000.000000	
     3638.900000	     1498000.000000	
     3639.200000	     1509000.000000	
     3639.500000	     1486000.000000	
     3639.800000	     1439000.000000	
     3640.100000	     1382000.000000	
     3640.400000	     1328000.000000	
     3640.700000	     1286000.000000	
     3641.000000	     1257000.000000	
     3641.300000	     1237000.000000	
     3641.600000	     1222000.000000	
     3641.900000	     1206000.000000	
     3642.200000	     1189000.000000	
     3642.500000	     1173000.000000	
     3642.800000	     1163000.000000	
     3643.100000	     1160000.000000	
     3643.400000	     1162000.000000	
     3643.700000	     1162000.000000	
     3644.000000	     1153000.000000	
     3644.300000	     1125000.000000	
     3644.600000	     1077000.000000	
     3644.900000	     1009000.000000	
     3645.200000	      929000.000000	
     3645.500000	      844100.000000	
     3645.800000	      760800.000000	
     3646.100000	      683400.000000	
     3646.400000	      613200.000000	
     3646.700000	      550000.000000	
     3647.000000	      494800.000000	
     3647.300000	      449900.000000	
     3647.600000	      417500.000000	
     3647.900000	      399500.000000	
     3648.200000	      396900.000000	
     3648.500000	      408500.000000	
     3648.800000	      431800.000000	
     3649.100000	      463900.000000	
     3649.400000	      503300.000000	
     3649.700000	      548400.000000	
     3650.000000	      598500.000000	
     3650.300000	      653800.000000	
     3650.600000	      715300.000000	
     3650.900000	      783400.000000	
     3651.200000	      858500.000000	
     3651.500000	      939900.000000	
     3651.800000	     1024000.000000	
     3652.100000	     1104000.000000	
     3652.400000	     1177000.000000	
     3652.700000	     1237000.000000	
     3653.000000	     1287000.000000	
     3653.300000	     1333000.000000	
     3653.600000	     1381000.000000	
     3653.900000	     1439000.000000	
     3654.200000	     1507000.000000	
     3654.500000	     1585000.000000	
     3654.800000	     1667000.000000	
     3655.100000	     1747000.000000	
     3655.400000	     1821000.000000	
     3655.700000	     1885000.000000	
     3656.000000	     1938000.000000	
     3656.300000	     1980000.000000	
     3656.600000	     2011000.000000	
     3656.900000	     2031000.000000	
     3657.200000	     2042000.000000	
     3657.500000	     2047000.000000	
     3657.800000	     2048000.000000	
     3658.100000	     2047000.000000	
     3658.400000	     2041000.000000	
     3658.700000	     2030000.000000	
     3659.000000	     2015000.000000	
     3659.300000	     1998000.000000	
     3659.600000	     1987000.000000	
     3659.900000	     1988000.000000	
     3660.200000	     2002000.000000	
     3660.500000	     2025000.000000	
     3660.800000	     2049000.000000	
     3661.100000	     2061000.000000	
     3661.400000	     2052000.000000	
     3661.700000	     2015000.000000	
     3662.000000	     1950000.000000	
     3662.300000	     1866000.000000	
     3662.600000	     1773000.000000	
     3662.900000	     1687000.000000	
     3663.200000	     1623000.000000	
     3663.500000	     1592000.000000	
     3663.800000	     1596000.000000	
     3664.100000	     1636000.000000	
     3664.400000	     1700000.000000	
     3664.700000	     1774000.000000	
     3665.000000	     1840000.000000	
     3665.300000	     1881000.000000	
     3665.600000	     1887000.000000	
     3665.900000	     1857000.000000	
     3666.200000	     1800000.000000	
     3666.500000	     1730000.000000	
     3666.800000	     1659000.000000	
     3667.100000	     1598000.000000	
     3667.400000	     1549000.000000	
     3667.700000	     1506000.000000	
     3668.000000	     1461000.000000	
     3668.300000	     1410000.000000	
     3668.600000	     1350000.000000	
     3668.900000	     1289000.000000	
     3669.200000	     1239000.000000	
     3669.500000	     1214000.000000	
     3669.800000	     1225000.000000	
     3670.100000	     1274000.000000	
     3670.400000	     1355000.000000	
     3670.700000	     1456000.000000	
     3671.000000	     1563000.000000	
     3671.300000	     1663000.000000	
     3671.600000	     1746000.000000	
     3671.900000	     1807000.000000	
     3672.200000	     1845000.000000	
     3672.500000	     1861000.000000	
     3672.800000	     1858000.000000	
     3673.100000	     1842000.000000	
     3673.400000	     1822000.000000	
     3673.700000	     1807000.000000	
     3674.000000	     1806000.000000	
     3674.300000	     1819000.000000	
     3674.600000	     1844000.000000	
     3674.900000	     1871000.000000	
     3675.200000	     1887000.000000	
     3675.500000	     1880000.000000	
     3675.800000	     1844000.000000	
     3676.100000	     1777000.000000	
     3676.400000	     1686000.000000	
     3676.700000	     1580000.000000	
     3677.000000	     1471000.000000	
     3677.300000	     1369000.000000	
     3677.600000	     1277000.000000	
     3677.900000	     1195000.000000	
     3678.200000	     1117000.000000	
     3678.500000	     1041000.000000	
     3678.800000	      963300.000000	
     3679.100000	      890900.000000	
     3679.400000	      832600.000000	
     3679.700000	      797500.000000	
     3680.000000	      791400.000000	
     3680.300000	      811300.000000	
     3680.600000	      847200.000000	
     3680.900000	      885800.000000	
     3681.200000	      915400.000000	
     3681.500000	      930000.000000	
     3681.800000	      931300.000000	
     3682.100000	      927300.000000	
     3682.400000	      927700.000000	
     3682.700000	      940300.000000	
     3683.000000	      967800.000000	
     3683.300000	     1008000.000000	
     3683.600000	     1052000.000000	
     3683.900000	     1092000.000000	
     3684.200000	     1117000.000000	
     3684.500000	     1120000.000000	
     3684.800000	     1099000.000000	
     3685.100000	     1054000.000000	
     3685.400000	      990900.000000	
     3685.700000	      916900.000000	
     3686.000000	      839200.000000	
     3686.300000	      765300.000000	
     3686.600000	      703100.000000	
     3686.900000	      659100.000000	
     3687.200000	      639000.000000	
     3687.500000	      646100.000000	
     3687.800000	      679200.000000	
     3688.100000	      732700.000000	
     3688.400000	      798300.000000	
     3688.700000	      867200.000000	
     3689.000000	      935100.000000	
     3689.300000	     1002000.000000	
     3689.600000	     1075000.000000	
     3689.900000	     1162000.000000	
     3690.200000	     1271000.000000	
     3690.500000	     1405000.000000	
     3690.800000	     1559000.000000	
     3691.100000	     1718000.000000	
     3691.400000	     1863000.000000	
     3691.700000	     1972000.000000	
     3692.000000	     2028000.000000	
     3692.300000	     2025000.000000	
     3692.600000	     1966000.000000	
     3692.900000	     1870000.000000	
     3693.200000	     1758000.000000	
     3693.500000	     1652000.000000	
     3693.800000	     1569000.000000	
     3694.100000	     1520000.000000	
     3694.400000	     1505000.000000	
     3694.700000	     1520000.000000	
     3695.000000	     1560000.000000	
     3695.300000	     1619000.000000	
     3695.600000	     1691000.000000	
     3695.900000	     1773000.000000	
     3696.200000	     1854000.000000	
     3696.500000	     1927000.000000	
     3696.800000	     1984000.000000	
     3697.100000	     2022000.000000	
     3697.400000	     2042000.000000	
     3697.700000	     2052000.000000	
     3698.000000	     2060000.000000	
     3698.300000	     2072000.000000	
     3698.600000	     2089000.000000	
     3698.900000	     2107000.000000	
     3699.200000	     2115000.000000	
     3699.500000	     2099000.000000	
     3699.800000	     2053000.000000	
     3700.100000	     1975000.000000	
     3700.400000	     1874000.000000	
     3700.700000	     1763000.000000	
     3701.000000	     1658000.000000	
     3701.300000	     1571000.000000	
     3701.600000	     1504000.000000	
     3701.900000	     1453000.000000	
     3702.200000	     1407000.000000	
     3702.500000	     1353000.000000	
     3702.800000	     1281000.000000	
     3703.100000	     1184000.000000	
     3703.400000	     1066000.000000	
     3703.700000	      934500.000000	
     3704.000000	      803400.000000	
     3704.300000	      685100.000000	
     3704.600000	      589500.000000	
     3704.900000	      521600.000000	
     3705.200000	      481800.000000	
     3705.500000	      467100.000000	
     3705.800000	      471300.000000	
     3706.100000	      486400.000000	
     3706.400000	      504000.000000	
     3706.700000	      517400.000000	
     3707.000000	      522800.000000	
     3707.300000	      519900.000000	
     3707.600000	      510800.000000	
     3707.900000	      500100.000000	
     3708.200000	      494100.000000	
     3708.500000	      498500.000000	
     3708.800000	      519100.000000	
     3709.100000	      561200.000000	
     3709.400000	      627600.000000	
     3709.700000	      718600.000000	
     3710.000000	      830900.000000	
     3710.300000	      958300.000000	
     3710.600000	     1094000.000000	
     3710.900000	     1231000.000000	
     3711.200000	     1364000.000000	
     3711.500000	     1489000.000000	
     3711.800000	     1601000.000000	
     3712.100000	     1698000.000000	
     3712.400000	     1776000.000000	
     3712.700000	     1834000.000000	
     3713.000000	     1872000.000000	
     3713.300000	     1889000.000000	
     3713.600000	     1886000.000000	
     3713.900000	     1861000.000000	
     3714.200000	     1813000.000000	
     3714.500000	     1739000.000000	
     3714.800000	     1642000.000000	
     3715.100000	     1525000.000000	
     3715.400000	     1397000.000000	
     3715.700000	     1266000.000000	
     3716.000000	     1141000.000000	
     3716.300000	     1030000.000000	
     3716.600000	      933900.000000	
     3716.900000	      851300.000000	
     3717.200000	      778400.000000	
     3717.500000	      710800.000000	
     3717.800000	      644700.000000	
     3718.100000	      578700.000000	
     3718.400000	      513200.000000	
     3718.700000	      450400.000000	
     3719.000000	      393300.000000	
     3719.300000	      345300.000000	
     3719.600000	      308900.000000	
     3719.900000	      285400.000000	
     3720.200000	      274800.000000	
     3720.500000	      274900.000000	
     3720.800000	      283000.000000	
     3721.100000	      296500.000000	
     3721.400000	      313800.000000	
     3721.700000	      334800.000000	
     3722.000000	      360900.000000	
     3722.300000	      394000.000000	
     3722.600000	      435400.000000	
     3722.900000	      484700.000000	
     3723.200000	      540500.000000	
     3723.500000	      599900.000000	
     3723.800000	      660500.000000	
     3724.100000	      720300.000000	
     3724.400000	      777800.000000	
     3724.700000	      831200.000000	
     3725.000000	      876900.000000	
     3725.300000	      909900.000000	
     3725.600000	      924300.000000	
     3725.900000	      916100.000000	
     3726.200000	      884900.000000	
     3726.500000	      836100.000000	
     3726.800000	      780300.000000	
     3727.100000	      731000.000000	
     3727.400000	      700800.000000	
     3727.700000	      697600.000000	
     3728.000000	      721800.000000	
     3728.300000	      766600.000000	
     3728.600000	      819700.000000	
     3728.900000	      867900.000000	
     3729.200000	      899900.000000	
     3729.500000	      909600.000000	
     3729.800000	      896400.000000	
     3730.100000	      864700.000000	
     3730.400000	      821300.000000	
     3730.700000	      772700.000000	
     3731.000000	      723300.000000	
     3731.300000	      675100.000000	
     3731.600000	      627900.000000	
     3731.900000	      580900.000000	
     3732.200000	      533800.000000	
     3732.500000	      487200.000000	
     3732.800000	      442700.000000	
     3733.100000	      401900.000000	
     3733.400000	      366200.000000	
     3733.700000	      336400.000000	
     3734.000000	      312500.000000	
     3734.300000	      294900.000000	
     3734.600000	      283100.000000	
     3734.900000	      276700.000000	
     3735.200000	      274500.000000	
     3735.500000	      274600.000000	
     3735.800000	      275300.000000	
     3736.100000	      275500.000000	
     3736.400000	      275800.000000	
     3736.700000	      278200.000000	
     3737.000000	      285800.000000	
     3737.300000	      301000.000000	
     3737.600000	      325000.000000	
     3737.900000	      358100.000000	
     3738.200000	      399000.000000	
     3738.500000	      446200.000000	
     3738.800000	      498600.000000	
     3739.100000	      554800.000000	
     3739.400000	      613100.000000	
     3739.700000	      670800.000000	
     3740.000000	      724200.000000	
     3740.300000	      769400.000000	
     3740.600000	      803100.000000	
     3740.900000	      822800.000000	
     3741.200000	      827100.000000	
     3741.500000	      815600.000000	
     3741.800000	      788400.000000	
     3742.100000	      746900.000000	
     3742.400000	      693700.000000	
     3742.700000	      633500.000000	
     3743.000000	      572000.000000	
     3743.300000	      514400.000000	
     3743.600000	      464400.000000	
     3743.900000	      423500.000000	
     3744.200000	      390600.000000	
     3744.500000	      363500.000000	
     3744.800000	      341000.000000	
     3745.100000	      322800.000000	
     3745.400000	      310500.000000	
     3745.700000	      305400.000000	
     3746.000000	      307900.000000	
     3746.300000	      316200.000000	
     3746.600000	      326600.000000	
     3746.900000	      335000.000000	
     3747.200000	      337600.000000	
     3747.500000	      333100.000000	
     3747.800000	      322600.000000	
     3748.100000	      309200.000000	
     3748.400000	      297600.000000	
     3748.700000	      292500.000000	
     3749.000000	      297700.000000	
     3749.300000	      316100.000000	
     3749.600000	      348700.000000	
     3749.900000	      394900.000000	
     3750.200000	      452300.000000	
     3750.500000	      517300.000000	
     3750.800000	      585100.000000	
     3751.100000	      650300.000000	
     3751.400000	      708500.000000	
     3751.700000	      756700.000000	
     3752.000000	      795200.000000	
     3752.300000	      827000.000000	
     3752.600000	      858000.000000	
     3752.900000	      895200.000000	
     3753.200000	      943500.000000	
     3753.500000	     1004000.000000	
     3753.800000	     1074000.000000	
     3754.100000	     1146000.000000	
     3754.400000	     1209000.000000	
     3754.700000	     1253000.000000	
     3755.000000	     1272000.000000	
     3755.300000	     1259000.000000	
     3755.600000	     1217000.000000	
     3755.900000	     1149000.000000	
     3756.200000	     1060000.000000	
     3756.500000	      958300.000000	
     3756.800000	      851300.000000	
     3757.100000	      746400.000000	
     3757.400000	      651600.000000	
     3757.700000	      573400.000000	
     3758.000000	      517600.000000	
     3758.300000	      487500.000000	
     3758.600000	      483700.000000	
     3758.900000	      504100.000000	
     3759.200000	      544300.000000	
     3759.500000	      598400.000000	
     3759.800000	      660000.000000	
     3760.100000	      722300.000000	
     3760.400000	      779700.000000	
     3760.700000	      827300.000000	
     3761.000000	      861700.000000	
     3761.300000	      880800.000000	
     3761.600000	      883300.000000	
     3761.900000	      868600.000000	
     3762.200000	      837500.000000	
     3762.500000	      792500.000000	
     3762.800000	      738900.000000	
     3763.100000	      683900.000000	
     3763.400000	      636100.000000	
     3763.700000	      602400.000000	
     3764.000000	      586300.000000	
     3764.300000	      586700.000000	
     3764.600000	      597800.000000	
     3764.900000	      612500.000000	
     3765.200000	      623400.000000	
     3765.500000	      625800.000000	
     3765.800000	      618700.000000	
     3766.100000	      605000.000000	
     3766.400000	      590400.000000	
     3766.700000	      583500.000000	
     3767.000000	      592900.000000	
     3767.300000	      626000.000000	
     3767.600000	      685800.000000	
     3767.900000	      770700.000000	
     3768.200000	      873300.000000	
     3768.500000	      983200.000000	
     3768.800000	     1089000.000000	
     3769.100000	     1183000.000000	
     3769.400000	     1262000.000000	
     3769.700000	     1327000.000000	
     3770.000000	     1383000.000000	
     3770.300000	     1436000.000000	
     3770.600000	     1490000.000000	
     3770.900000	     1545000.000000	
     3771.200000	     1602000.000000	
     3771.500000	     1658000.000000	
     3771.800000	     1710000.000000	
     3772.100000	     1752000.000000	
     3772.400000	     1783000.000000	
     3772.700000	     1799000.000000	
     3773.000000	     1801000.000000	
     3773.300000	     1791000.000000	
     3773.600000	     1772000.000000	
     3773.900000	     1747000.000000	
     3774.200000	     1719000.000000	
     3774.500000	     1689000.000000	
     3774.800000	     1662000.000000	
     3775.100000	     1638000.000000	
     3775.400000	     1617000.000000	
     3775.700000	     1599000.000000	
     3776.000000	     1583000.000000	
     3776.300000	     1571000.000000	
     3776.600000	     1563000.000000	
     3776.900000	     1561000.000000	
     3777.200000	     1566000.000000	
     3777.500000	     1581000.000000	
     3777.800000	     1605000.000000	
     3778.100000	     1641000.000000	
     3778.400000	     1690000.000000	
     3778.700000	     1752000.000000	
     3779.000000	     1823000.000000	
     3779.300000	     1900000.000000	
     3779.600000	     1973000.000000	
     3779.900000	     2035000.000000	
     3780.200000	     2081000.000000	
     3780.500000	     2106000.000000	
     3780.800000	     2111000.000000	
     3781.100000	     2100000.000000	
     3781.400000	     2080000.000000	
     3781.700000	     2062000.000000	
     3782.000000	     2056000.000000	
     3782.300000	     2068000.000000	
     3782.600000	     2099000.000000	
     3782.900000	     2145000.000000	
     3783.200000	     2196000.000000	
     3783.500000	     2238000.000000	
     3783.800000	     2256000.000000	
     3784.100000	     2236000.000000	
     3784.400000	     2169000.000000	
     3784.700000	     2054000.000000	
     3785.000000	     1896000.000000	
     3785.300000	     1710000.000000	
     3785.600000	     1513000.000000	
     3785.900000	     1326000.000000	
     3786.200000	     1162000.000000	
     3786.500000	     1030000.000000	
     3786.800000	      930400.000000	
     3787.100000	      861100.000000	
     3787.400000	      816700.000000	
     3787.700000	      792300.000000	
     3788.000000	      783300.000000	
     3788.300000	      785700.000000	
     3788.600000	      795100.000000	
     3788.900000	      808300.000000	
     3789.200000	      824500.000000	
     3789.500000	      845700.000000	
     3789.800000	      875000.000000	
     3790.100000	      914800.000000	
     3790.400000	      964400.000000	
     3790.700000	     1019000.000000	
     3791.000000	     1070000.000000	
     3791.300000	     1110000.000000	
     3791.600000	     1133000.000000	
     3791.900000	     1137000.000000	
     3792.200000	     1124000.000000	
     3792.500000	     1094000.000000	
     3792.800000	     1051000.000000	
     3793.100000	      998000.000000	
     3793.400000	      937900.000000	
     3793.700000	      876400.000000	
     3794.000000	      820500.000000	
     3794.300000	      778000.000000	
     3794.600000	      756600.000000	
     3794.900000	      761000.000000	
     3795.200000	      791700.000000	
     3795.500000	      842900.000000	
     3795.800000	      903600.000000	
     3796.100000	      958900.000000	
     3796.400000	      994300.000000	
     3796.700000	     1000000.000000	
     3797.000000	      973200.000000	
     3797.300000	      918700.000000	
     3797.600000	      847600.000000	
     3797.900000	      773800.000000	
     3798.200000	      711000.000000	
     3798.500000	      670100.000000	
     3798.800000	      658500.000000	
     3799.100000	      679500.000000	
     3799.400000	      732100.000000	
     3799.700000	      810100.000000	
     3800.000000	      903600.000000	
     3800.300000	     1000000.000000	
     3800.600000	     1088000.000000	
     3800.900000	     1161000.000000	
     3801.200000	     1217000.000000	
     3801.500000	     1262000.000000	
     3801.800000	     1303000.000000	
     3802.100000	     1347000.000000	
     3802.400000	     1395000.000000	
     3802.700000	     1446000.000000	
     3803.000000	     1496000.000000	
     3803.300000	     1541000.000000	
     3803.600000	     1575000.000000	
     3803.900000	     1598000.000000	
     3804.200000	     1607000.000000	
     3804.500000	     1602000.000000	
     3804.800000	     1580000.000000	
     3805.100000	     1540000.000000	
     3805.400000	     1480000.000000	
     3805.700000	     1402000.000000	
     3806.000000	     1308000.000000	
     3806.300000	     1206000.000000	
     3806.600000	     1110000.000000	
     3806.900000	     1033000.000000	
     3807.200000	      984200.000000	
     3807.500000	      971300.000000	
     3807.800000	      994800.000000	
     3808.100000	     1049000.000000	
     3808.400000	     1126000.000000	
     3808.700000	     1215000.000000	
     3809.000000	     1305000.000000	
     3809.300000	     1386000.000000	
     3809.600000	     1448000.000000	
     3809.900000	     1486000.000000	
     3810.200000	     1498000.000000	
     3810.500000	     1483000.000000	
     3810.800000	     1447000.000000	
     3811.100000	     1394000.000000	
     3811.400000	     1326000.000000	
     3811.700000	     1247000.000000	
     3812.000000	     1160000.000000	
     3812.300000	     1068000.000000	
     3812.600000	      976100.000000	
     3812.900000	      891100.000000	
     3813.200000	      819200.000000	
     3813.500000	      763200.000000	
     3813.800000	      721700.000000	
     3814.100000	      690300.000000	
     3814.400000	      663800.000000	
     3814.700000	      638200.000000	
     3815.000000	      613000.000000	
     3815.300000	      591300.000000	
     3815.600000	      578700.000000	
     3815.900000	      579400.000000	
     3816.200000	      595700.000000	
     3816.500000	      625700.000000	
     3816.800000	      664000.000000	
     3817.100000	      702900.000000	
     3817.400000	      735600.000000	
     3817.700000	      755900.000000	
     3818.000000	      760300.000000	
     3818.300000	      747500.000000	
     3818.600000	      717700.000000	
     3818.900000	      673700.000000	
     3819.200000	      620000.000000	
     3819.500000	      562700.000000	
     3819.800000	      509300.000000	
     3820.100000	      467100.000000	
     3820.400000	      441600.000000	
     3820.700000	      435800.000000	
     3821.000000	      448800.000000	
     3821.300000	      476900.000000	
     3821.600000	      513300.000000	
     3821.900000	      549800.000000	
     3822.200000	      578500.000000	
     3822.500000	      593500.000000	
     3822.800000	      591700.000000	
     3823.100000	      573900.000000	
     3823.400000	      543700.000000	
     3823.700000	      507000.000000	
     3824.000000	      469400.000000	
     3824.300000	      435900.000000	
     3824.600000	      409500.000000	
     3824.900000	      391600.000000	
     3825.200000	      382300.000000	
     3825.500000	      381000.000000	
     3825.800000	      386400.000000	
     3826.100000	      397100.000000	
     3826.400000	      411000.000000	
     3826.700000	      425900.000000	
     3827.000000	      439500.000000	
     3827.300000	      451100.000000	
     3827.600000	      461100.000000	
     3827.900000	      471100.000000	
     3828.200000	      483500.000000	
     3828.500000	      500100.000000	
     3828.800000	      522200.000000	
     3829.100000	      550000.000000	
     3829.400000	      581800.000000	
     3829.700000	      614500.000000	
     3830.000000	      643100.000000	
     3830.300000	      662700.000000	
     3830.600000	      669200.000000	
     3830.900000	      661000.000000	
     3831.200000	      639400.000000	
     3831.500000	      608800.000000	
     3831.800000	      574300.000000	
     3832.100000	      541500.000000	
     3832.400000	      514200.000000	
     3832.700000	      494400.000000	
     3833.000000	      482900.000000	
     3833.300000	      479800.000000	
     3833.600000	      485400.000000	
     3833.900000	      500400.000000	
     3834.200000	      525200.000000	
     3834.500000	      558200.000000	
     3834.800000	      595700.000000	
     3835.100000	      632000.000000	
     3835.400000	      661200.000000	
     3835.700000	      677900.000000	
     3836.000000	      679500.000000	
     3836.300000	      666100.000000	
     3836.600000	      640000.000000	
     3836.900000	      605200.000000	
     3837.200000	      566300.000000	
     3837.500000	      527900.000000	
     3837.800000	      494200.000000	
     3838.100000	      468100.000000	
     3838.400000	      450600.000000	
     3838.700000	      441000.000000	
     3839.000000	      436800.000000	
     3839.300000	      435300.000000	
     3839.600000	      434700.000000	
     3839.900000	      435900.000000	
     3840.200000	      442200.000000	
     3840.500000	      458500.000000	
     3840.800000	      489000.000000	
     3841.100000	      535100.000000	
     3841.400000	      594300.000000	
     3841.700000	      660200.000000	
     3842.000000	      725200.000000	
     3842.300000	      782600.000000	
     3842.600000	      829400.000000	
     3842.900000	      865800.000000	
     3843.200000	      894800.000000	
     3843.500000	      919700.000000	
     3843.800000	      941700.000000	
     3844.100000	      960300.000000	
     3844.400000	      972500.000000	
     3844.700000	      976700.000000	
     3845.000000	      972700.000000	
     3845.300000	      963400.000000	
     3845.600000	      953400.000000	
     3845.900000	      948000.000000	
     3846.200000	      951900.000000	
     3846.500000	      967400.000000	
     3846.800000	      993900.000000	
     3847.100000	     1027000.000000	
     3847.400000	     1060000.000000	
     3847.700000	     1085000.000000	
     3848.000000	     1093000.000000	
     3848.300000	     1080000.000000	
     3848.600000	     1044000.000000	
     3848.900000	      990700.000000	
     3849.200000	      929000.000000	
     3849.500000	      870600.000000	
     3849.800000	      827000.000000	
     3850.100000	      806200.000000	
     3850.400000	      810900.000000	
     3850.700000	      837800.000000	
     3851.000000	      878900.000000	
     3851.300000	      924000.000000	
     3851.600000	      964500.000000	
     3851.900000	      994500.000000	
     3852.200000	     1012000.000000	
     3852.500000	     1020000.000000	
     3852.800000	     1020000.000000	
     3853.100000	     1013000.000000	
     3853.400000	     1000000.000000	
     3853.700000	      980100.000000	
     3854.000000	      950100.000000	
     3854.300000	      909300.000000	
     3854.600000	      857900.000000	
     3854.900000	      797900.000000	
     3855.200000	      733800.000000	
     3855.500000	      671400.000000	
     3855.800000	      617300.000000	
     3856.100000	      576900.000000	
     3856.400000	      552000.000000	
     3856.700000	      540800.000000	
     3857.000000	      538100.000000	
     3857.300000	      537100.000000	
     3857.600000	      531400.000000	
     3857.900000	      517300.000000	
     3858.200000	      494500.000000	
     3858.500000	      465400.000000	
     3858.800000	      434600.000000	
     3859.100000	      407700.000000	
     3859.400000	      390400.000000	
     3859.700000	      388000.000000	
     3860.000000	      404100.000000	
     3860.300000	      440600.000000	
     3860.600000	      497600.000000	
     3860.900000	      571900.000000	
     3861.200000	      658700.000000	
     3861.500000	      750800.000000	
     3861.800000	      840500.000000	
     3862.100000	      920400.000000	
     3862.400000	      985100.000000	
     3862.700000	     1032000.000000	
     3863.000000	     1061000.000000	
     3863.300000	     1074000.000000	
     3863.600000	     1072000.000000	
     3863.900000	     1058000.000000	
     3864.200000	     1034000.000000	
     3864.500000	     1003000.000000	
     3864.800000	      970700.000000	
     3865.100000	      943800.000000	
     3865.400000	      928700.000000	
     3865.700000	      928100.000000	
     3866.000000	      940700.000000	
     3866.300000	      961900.000000	
     3866.600000	      985000.000000	
     3866.900000	     1005000.000000	
     3867.200000	     1019000.000000	
     3867.500000	     1026000.000000	
     3867.800000	     1028000.000000	
     3868.100000	     1024000.000000	
     3868.400000	     1014000.000000	
     3868.700000	      997300.000000	
     3869.000000	      972200.000000	
     3869.300000	      939700.000000	
     3869.600000	      901100.000000	
     3869.900000	      859000.000000	
     3870.200000	      815800.000000	
     3870.500000	      773500.000000	
     3870.800000	      734400.000000	
     3871.100000	      700300.000000	
     3871.400000	      673000.000000	
     3871.700000	      654400.000000	
     3872.000000	      646500.000000	
     3872.300000	      651300.000000	
     3872.600000	      670000.000000	
     3872.900000	      703500.000000	
     3873.200000	      750000.000000	
     3873.500000	      806000.000000	
     3873.800000	      866100.000000	
     3874.100000	      923500.000000	
     3874.400000	      972000.000000	
     3874.700000	     1007000.000000	
     3875.000000	     1025000.000000	
     3875.300000	     1028000.000000	
     3875.600000	     1017000.000000	
     3875.900000	      992000.000000	
     3876.200000	      955000.000000	
     3876.500000	      906100.000000	
     3876.800000	      846600.000000	
     3877.100000	      779900.000000	
     3877.400000	      712200.000000	
     3877.700000	      651900.000000	
     3878.000000	      608100.000000	
     3878.300000	      588400.000000	
     3878.600000	      596200.000000	
     3878.900000	      629500.000000	
     3879.200000	      680400.000000	
     3879.500000	      738300.000000	
     3879.800000	      791600.000000	
     3880.100000	      830600.000000	
     3880.400000	      850100.000000	
     3880.700000	      848600.000000	
     3881.000000	      829900.000000	
     3881.300000	      801700.000000	
     3881.600000	      774200.000000	
     3881.900000	      758000.000000	
     3882.200000	      762200.000000	
     3882.500000	      791600.000000	
     3882.800000	      844600.000000	
     3883.100000	      912900.000000	
     3883.400000	      982100.000000	
     3883.700000	     1035000.000000	
     3884.000000	     1059000.000000	
     3884.300000	     1044000.000000	
     3884.600000	      991300.000000	
     3884.900000	      909300.000000	
     3885.200000	      811500.000000	
     3885.500000	      713900.000000	
     3885.800000	      631000.000000	
     3886.100000	      573900.000000	
     3886.400000	      548000.000000	
     3886.700000	      553400.000000	
     3887.000000	      584600.000000	
     3887.300000	      633200.000000	
     3887.600000	      690400.000000	
     3887.900000	      750200.000000	
     3888.200000	      809500.000000	
     3888.500000	      868400.000000	
     3888.800000	      929800.000000	
     3889.100000	      995700.000000	
     3889.400000	     1067000.000000	
     3889.700000	     1145000.000000	
     3890.000000	     1230000.000000	
     3890.300000	     1321000.000000	
     3890.600000	     1417000.000000	
     3890.900000	     1513000.000000	
     3891.200000	     1603000.000000	
     3891.500000	     1676000.000000	
     3891.800000	     1725000.000000	
     3892.100000	     1743000.000000	
     3892.400000	     1729000.000000	
     3892.700000	     1689000.000000	
     3893.000000	     1630000.000000	
     3893.300000	     1561000.000000	
     3893.600000	     1490000.000000	
     3893.900000	     1419000.000000	
     3894.200000	     1348000.000000	
     3894.500000	     1278000.000000	
     3894.800000	     1214000.000000	
     3895.100000	     1164000.000000	
     3895.400000	     1137000.000000	
     3895.700000	     1138000.000000	
     3896.000000	     1164000.000000	
     3896.300000	     1204000.000000	
     3896.600000	     1243000.000000	
     3896.900000	     1266000.000000	
     3897.200000	     1262000.000000	
     3897.500000	     1232000.000000	
     3897.800000	     1181000.000000	
     3898.100000	     1117000.000000	
     3898.400000	     1048000.000000	
     3898.700000	      983400.000000	
     3899.000000	      929700.000000	
     3899.300000	      895200.000000	
     3899.600000	      887600.000000	
     3899.900000	      911600.000000	
     3900.200000	      965800.000000	
     3900.500000	     1041000.000000	
     3900.800000	     1120000.000000	
     3901.100000	     1186000.000000	
     3901.400000	     1224000.000000	
     3901.700000	     1227000.000000	
     3902.000000	     1201000.000000	
     3902.300000	     1158000.000000	
     3902.600000	     1117000.000000	
     3902.900000	     1092000.000000	
     3903.200000	     1089000.000000	
     3903.500000	     1106000.000000	
     3903.800000	     1131000.000000	
     3904.100000	     1151000.000000	
     3904.400000	     1155000.000000	
     3904.700000	     1138000.000000	
     3905.000000	     1105000.000000	
     3905.300000	     1069000.000000	
     3905.600000	     1045000.000000	
     3905.900000	     1049000.000000	
     3906.200000	     1088000.000000	
     3906.500000	     1164000.000000	
     3906.800000	     1269000.000000	
     3907.100000	     1391000.000000	
     3907.400000	     1518000.000000	
